document_id,snippet_id,snippet,group_folder,code_lev0,code_lev1,code_lev2
Monitoring the structure of regenerating vegetation using drone-based digital aerial photogrammetry,Reference 1,seven transects,Drone studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
Object-Based Wetland Vegetation Classification Using Multi-Feature Selection of Unoccupied Aerial Vehicle RGB Imagery,Reference 1,205 samples,Drone studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
Plantation Loblolly Pine Seedling Counts with Unmanned Aerial Vehicle Imagery~ A Case Study,Reference 1,74 ground sample,Drone studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
"Remote sensing of wildfire using a small unmanned aerial system~ Post-fire mapping, vegetation recovery and damage analysis in grand bay, Mississippi~Alabama, USA",Reference 1,The ground reference (GR) classiﬁcation consisted of a combination of ﬁeld visits and an expert marking the boundaries of the burned areas by visual inspection of the high-resolution UAS orthomosaic. This,Drone studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
Seasonality and Characterization Mapping of Restored Tidal Marsh by NDVI Imageries Coupling UAVs and Multispectral Camera,Reference 1,"We deﬁned eight speciﬁc plots (2 m × 2 m) (Figure 9a), from which NDVI values were extracted for the 5 observed months (Table 2)",Drone studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
Species Classification of Automatically Delineated Regenerating Conifer Crowns Using RGB and Near-Infrared UAV Imagery,Reference 1,"In total, 2510 conifers (1126 lodgepole pine and 1384 white spruce) were located in the ﬁeld across the ﬁve stands.",Drone studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
The colors of heath flowering - quantifying spatial patterns of phenology in Calluna life-cycle phases using high-resolution drone imagery,Reference 1,"In total, 67 individual Calluna plants and 30 background classes (soil, litter, bryophytes, lichens, grass) were mapped in the ﬁeld",Drone studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
Unmanned Aircraft System Photogrammetry for Mapping Diverse Vegetation Species in a Heterogeneous Coastal Wetland,Reference 1,A total of184 species locations were measured and recorded for this study and the number of observations per species is given in Table 1.,Drone studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
Use of Unmanned Aerial Vehicles for Monitoring Recovery of Forest Vegetation on Petroleum Well Sites,Reference 1,Table 4. Summary of the PPCs generated for each of the nine study sites. LiDAR: Light Detection and Ranging; GCP: ground control points.,Drone studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
Using lightweight unmanned aerial vehicles to monitor tropical forest recovery,Reference 1,Data collection and analysis,Drone studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
Using lightweight unmanned aerial vehicles to monitor tropical forest recovery,Reference 2,one quadrat was randomly placed within each of the four 25 ~ 25 m treatment quadrants (excluding the outer 5 m buffer of the plot).,Drone studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
Using Uncrewed Aerial Vehicles for Identifying the Extent of Invasive Phragmites australis in Treatment Areas Enrolled in an Adaptive Management Program,Reference 1,"addition to the UAV imagery, ﬁeld technicians also collected standardized vege- tation data at each site. These",Drone studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
Using Unmanned Aerial Vehicles to assess the rehabilitation performance of open cut coal mines,Reference 1,"The BioCondition assessments collected multiple vegetation attributes (including basal area, stem density and cover attributes recorded for woody species) using a 200 m2 plot in August-September 2015. Curragh rehabilitation was assessed in the field within a month of each UAV image collection within 400 m2 plots (using a transect of 50 m) for foliage projective cover of vegetation in three strata (canopy, understorey and ground layer) and soil surface cover along the transect (McKenna and Glenn, 2016). As the Ivanhoe North site had sparse vegetation cover (see Figure 2a), field data collection, which was carried out at the time of the UAV data collection, focused on locating woody debris and tree planting as well as the depth and width of selected gully erosion.",Drone studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
Arrested recovery in a sandy woodland correlates with a lack of heavy and long seeds in the seed bank,Reference 1,Plots were established between September 2007 and September 2008 and monitored every six months up until September 2012,d studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
Assessing plant community composition fails to capture impacts of white-tailed deer on native and invasive plant species,Reference 1,July 2008 (11 sites) or May 2009 (1 site),d studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
Can functional leaf traits be used for monitoring wetland restoration~ A comparison between commonly used monitoring metrics and functional leaf traits,Reference 1,"Wells were designed to monitor both groundwater and surface water levels. Data were collected using electronic water-level data loggers set at either hourly or daily intervals. These wells were removed after 5–10 years of hydrological monitoring was completed. During 2015, sampling points were established in each wetland at prior locations of monitoring wells. Sampling points were determined by the location of the wells, with 2–4, but most commonly 3, sampling points at each site",d studies,GENERAL,FIELD (Field sampling data),"FIELD - Plant data (species count, abundance, other plant metrics)"
